time,102,104,105,106,107,108,109,110,111,115,123,124,202,204,205,206,208,212,213,214,215,216,217,223,224,225,226,227,235,307,309,310,311,316,320,321,322,323,324,325,326,328,329,330,331,332,333,335,340,343,346,347,348,406,408,501,502,506,508,511,512,513,516,519,520,522,525,526,527,528,529,552,553,558,559,568,570,575,576,577,578,580,582,584,585,587,588,589,592,594,595,596,598,601,628,631,632,633,637,638,643,644,647,651,655,656,659,681,682,686,687,690,691,693,698,699,700,701,703,704,705,706,708,709,710,711,712,715,716,718,719,724,728,729,731,732,733,737,741,744,745,746,751,771,773,775,777,781,783,790,792,795,799,802,804,805,809,832,842,844,848,849,851,852,855,858,862,881,882,883,887,888,890,891,893,895,897,900,901,902,903,904,937,943,958,965,966,967,969,972,974,975,977,979,981,982,983,984,986,987,988,989,991,996,998,1000,1009,1011,1015,1026,1029,1031,1043,1049,1060,1061,1062,1066,1067,1068,1071,1072,1074,1075,1076,1081,1082,1083,1085,1087,1088,1090,1092,1094,1095,1096,1098,1099,1100,1102,1104,1106,1107,1109,1110,1111,1112,1113,1114,1115,1119,1120,1121,1124,1125,1126,1130,1134,1135,1137,1138,1143,1144,1149,1154,1156,1159,1162,1163,1164,1166,1167,1168,1172,1173
2022-09-01 00:00:00,17.0,1.0,15.0,54.0,23.0,13.0,11.0,6.0,20.0,3.0,7.0,11.0,6.0,3.0,3.0,9.0,4.0,3.0,11.0,0.0,5.0,5.0,18.0,56.0,34.0,2.0,23.0,28.0,18.0,56.0,23.0,5.0,15.0,2.0,4.0,4.0,4.0,2.0,5.0,8.0,8.0,31.0,86.0,13.0,20.0,36.0,10.0,82.0,8.0,0.0,14.0,4.0,4.0,0.0,10.0,28.0,31.0,48.0,7.0,1.0,17.0,79.0,24.0,67.0,50.0,58.0,20.0,124.0,41.0,19.0,15.0,23.0,4.0,11.0,4.0,15.0,19.0,14.0,29.0,6.0,3.0,4.0,17.0,15.0,2.0,41.0,50.0,16.0,52.0,6.0,66.0,30.0,5.0,8.0,3.0,3.0,8.0,85.0,9.0,4.0,3.0,10.0,3.0,4.0,2.0,5.0,1.0,5.0,19.0,15.0,2.0,30.0,24.0,23.0,2.0,15.0,28.0,3.0,105.0,65.0,11.0,13.0,21.0,15.0,16.0,5.0,8.0,13.0,53.0,3.0,4.0,58.0,4.0,13.0,12.0,1.0,78.0,3.0,8.0,40.0,8.0,51.0,31.0,20.0,19.0,6.0,30.0,12.0,4.0,8.0,4.0,58.0,37.0,11.0,9.0,1.0,47.0,24.0,52.0,8.0,4.0,22.0,97.0,4.0,62.0,74.0,10.0,57.0,15.0,7.0,16.0,66.0,2.0,11.0,3.0,15.0,10.0,6.0,0.0,11.0,15.0,15.0,4.0,11.0,12.0,70.0,69.0,9.0,17.0,37.0,64.0,8.0,6.0,4.0,28.0,12.0,8.0,4.0,65.0,8.0,11.0,31.0,8.0,64.0,31.0,74.0,66.0,108.0,19.0,30.0,28.0,36.0,27.0,108.0,1.0,24.0,13.0,10.0,14.0,50.0,38.0,13.0,19.0,3.0,9.0,5.0,5.0,16.0,20.0,13.0,6.0,6.0,1.0,4.0,10.0,7.0,16.0,7.0,16.0,24.0,2.0,4.0,2.0,4.0,6.0,16.0,7.0,5.0,2.0,15.0,11.0,19.0,10.0,33.0,2.0,10.0,2.0,9.0,6.0,35.0,3.0,5.0,14.0,16.0,4.0,10.0,31.0,9.0,2.0,45.0,26.0,183.0,17.0,2.0,10.0
2022-09-01 01:00:00,16.0,1.0,19.0,50.0,25.0,13.0,7.0,12.0,19.0,3.0,6.0,13.0,3.0,3.0,5.0,11.0,4.0,1.0,14.0,1.0,2.0,6.0,16.0,57.0,34.0,3.0,14.0,26.0,17.0,49.0,27.0,0.0,16.0,2.0,6.0,18.0,8.0,0.0,2.0,3.0,8.0,23.0,73.0,10.0,22.0,30.0,10.0,84.0,8.0,0.0,35.0,3.0,2.0,3.0,12.0,25.0,29.0,54.0,10.0,5.0,20.0,80.0,24.0,103.0,50.0,59.0,31.0,132.0,62.0,15.0,16.0,21.0,5.5,8.0,7.0,15.0,18.0,17.0,29.0,4.0,2.0,2.0,16.0,8.0,1.0,43.0,42.0,27.0,54.0,10.0,75.0,25.0,5.0,8.0,3.0,4.0,15.0,87.0,7.0,4.0,7.0,8.0,6.0,3.0,1.0,7.0,0.0,6.0,20.0,10.0,1.0,42.0,16.0,24.0,3.0,16.0,32.0,6.0,105.0,66.0,10.0,17.0,23.0,19.0,9.0,2.0,13.0,6.0,45.0,3.0,3.0,55.0,6.0,14.0,12.0,3.0,82.0,3.0,11.0,38.0,6.0,48.0,25.0,20.0,17.0,22.0,13.0,15.0,5.0,11.0,3.0,41.0,26.0,13.0,8.0,0.0,49.0,24.0,48.0,64.0,2.0,19.0,89.0,4.0,69.0,76.0,8.0,60.0,15.0,6.0,25.0,62.0,3.0,22.0,3.0,30.0,13.0,4.0,1.0,6.0,21.0,22.0,6.0,13.0,9.0,64.0,71.0,6.0,18.0,38.0,66.0,8.0,5.0,1.0,31.0,6.0,3.0,3.0,70.0,8.0,18.0,39.0,9.0,73.0,25.0,58.0,64.0,110.0,25.0,30.0,34.0,48.0,24.0,109.0,3.0,27.0,7.0,11.0,23.0,65.0,36.0,6.0,17.0,5.0,4.0,7.0,3.0,16.0,31.0,16.0,8.0,5.0,6.0,3.0,12.0,10.0,28.0,5.0,18.0,19.0,5.0,4.0,2.0,6.0,2.0,16.0,5.0,4.0,5.0,14.0,15.0,22.0,11.0,21.0,6.0,6.0,1.0,10.0,11.0,29.0,4.0,5.0,20.0,13.0,4.0,7.0,31.0,8.0,1.0,42.0,25.0,174.0,12.0,2.0,9.0
2022-09-01 02:00:00,16.0,1.0,20.0,44.0,24.0,16.0,12.0,6.0,21.0,3.0,6.0,8.0,4.0,3.0,7.0,17.0,2.0,2.0,17.0,2.0,3.0,5.0,24.0,54.0,36.0,3.0,9.0,27.0,24.0,63.0,34.0,4.0,16.0,2.0,5.0,4.0,7.0,1.0,7.0,4.0,7.0,26.0,88.0,10.0,22.0,31.0,8.0,88.0,9.0,2.0,35.0,4.0,4.0,3.0,8.0,26.0,31.0,46.0,7.0,2.0,26.0,83.0,32.0,88.0,48.0,61.0,30.0,132.0,64.0,17.0,20.0,22.0,5.5,4.0,7.0,14.0,18.0,10.0,34.0,10.0,1.0,2.0,18.0,14.0,2.0,49.0,54.0,23.0,58.0,9.0,107.0,30.0,6.0,10.0,1.0,7.0,13.0,76.0,12.0,6.0,4.0,16.0,3.0,3.0,3.0,7.0,3.0,2.0,23.0,13.0,1.0,25.0,22.0,23.0,6.0,19.0,28.0,5.0,115.0,72.0,15.0,13.0,26.0,16.0,20.0,5.0,16.0,11.0,69.0,1.0,3.0,57.0,4.0,19.0,18.0,3.0,80.0,5.0,9.0,33.0,10.0,50.0,27.0,22.0,24.0,18.0,68.0,12.0,5.0,14.0,3.0,61.0,33.0,17.0,7.0,1.0,51.0,22.0,50.0,30.0,5.0,32.0,112.0,4.0,74.0,98.0,9.0,53.0,13.0,6.0,17.0,69.0,4.0,22.0,1.0,23.0,8.0,6.0,3.0,7.0,20.0,16.0,4.0,13.0,14.0,75.0,78.0,10.0,15.0,39.0,68.0,8.0,6.0,4.0,28.0,12.0,8.0,4.0,72.0,2.0,16.0,38.0,10.0,74.0,32.0,70.0,76.0,117.0,28.0,40.0,26.0,46.0,27.0,109.0,3.0,18.0,9.0,11.0,22.0,72.0,39.0,10.0,14.0,10.0,7.0,5.0,6.0,20.0,21.0,19.0,10.0,8.0,1.0,6.0,8.0,14.0,35.0,5.0,22.0,25.0,1.0,3.0,2.0,6.0,5.0,20.0,7.0,5.0,3.0,12.0,14.0,16.0,15.0,28.0,2.0,8.0,1.0,9.0,8.0,37.0,3.0,4.0,24.0,11.0,4.0,7.0,38.0,9.0,2.0,48.0,24.0,196.0,13.0,2.0,12.0
2022-09-01 03:00:00,16.0,1.0,20.0,44.0,22.0,16.0,12.0,6.0,21.0,3.0,5.0,9.0,5.0,4.0,7.0,17.0,3.0,2.0,16.0,2.0,3.0,6.0,24.0,54.0,35.0,3.0,11.0,28.0,24.0,63.0,34.0,4.0,16.0,2.0,5.0,4.0,7.0,1.0,7.0,3.0,6.0,26.0,87.0,10.0,22.0,31.0,8.0,87.0,9.0,2.0,33.0,4.0,4.0,3.0,8.0,26.0,39.0,46.0,7.0,2.0,27.0,85.0,32.0,91.0,48.0,60.0,30.0,133.0,64.0,17.0,20.0,23.0,7.0,4.0,8.0,14.0,18.0,10.0,32.0,10.0,1.0,2.0,15.0,14.0,2.0,54.0,54.0,19.0,35.0,9.0,105.0,30.0,6.0,10.0,2.0,8.0,13.0,68.0,13.0,8.0,4.0,16.0,3.0,3.0,3.0,11.0,3.0,2.0,28.0,14.0,2.0,21.0,22.0,23.0,6.0,19.0,28.0,5.0,115.0,72.0,15.0,13.0,27.0,16.0,20.0,5.0,11.0,11.0,68.0,1.0,3.0,54.0,4.0,19.0,18.0,3.0,89.0,5.0,9.0,33.0,10.0,55.0,27.0,22.0,23.0,18.0,17.0,12.0,5.0,14.0,3.0,56.0,33.0,18.0,10.0,1.0,51.0,22.0,51.0,29.0,5.0,32.0,111.0,4.0,74.0,98.0,9.0,54.0,13.0,6.0,17.0,67.0,4.0,21.0,1.0,20.0,18.0,6.0,3.0,7.0,19.0,16.0,4.0,13.0,14.0,78.0,78.0,11.0,15.0,39.0,71.0,7.0,6.0,4.0,27.0,12.0,8.0,4.0,73.0,2.0,17.0,39.0,10.0,74.0,28.0,69.0,75.0,118.0,28.0,32.0,26.0,47.0,28.0,108.0,3.0,18.0,9.0,11.0,22.0,68.0,39.0,10.0,13.0,10.0,7.0,5.0,6.0,21.0,22.0,20.0,10.0,8.0,1.0,6.0,8.0,13.0,36.0,5.0,22.0,24.0,1.0,3.0,2.0,6.0,5.0,20.0,7.0,5.0,4.0,12.0,13.0,17.0,14.0,32.0,2.0,8.0,1.0,9.0,8.0,38.0,3.0,4.0,24.0,11.0,4.0,7.0,38.0,9.0,2.0,48.0,24.0,187.0,13.0,2.0,13.0
2022-09-01 04:00:00,17.0,1.0,20.0,50.0,24.0,13.0,8.0,12.0,20.0,3.0,6.0,13.0,3.0,3.0,4.0,12.0,3.0,1.0,12.0,1.0,2.0,7.0,16.0,58.0,33.0,3.0,14.0,26.0,18.0,48.0,28.0,0.0,16.0,2.0,5.0,18.0,8.0,0.0,2.0,4.0,8.0,23.0,77.0,10.0,21.0,28.0,9.0,84.0,8.0,0.0,32.0,3.0,2.0,2.0,12.0,26.0,29.0,51.0,10.0,5.0,19.0,82.0,32.0,58.0,50.0,59.0,30.0,134.0,57.0,16.0,16.0,23.0,5.5,8.0,6.0,15.0,18.0,17.0,27.0,4.0,2.0,1.0,14.0,9.0,1.0,44.0,45.0,26.0,18.0,7.0,88.0,27.0,5.0,8.0,3.0,4.0,15.0,66.0,7.0,4.0,6.0,8.0,6.0,3.0,1.0,7.0,0.0,6.0,16.0,9.0,2.0,22.0,16.0,24.0,2.0,16.0,32.0,6.0,105.0,68.0,10.0,16.0,20.0,19.0,10.0,2.0,12.0,6.0,47.0,3.0,3.0,56.0,6.0,15.0,12.0,3.0,59.0,3.0,12.0,38.0,6.0,49.0,25.0,18.0,18.0,21.0,18.0,15.0,5.0,11.0,3.0,43.0,26.0,12.0,9.0,0.0,47.0,24.0,48.0,52.0,2.0,21.0,89.0,4.0,69.0,91.0,8.0,60.0,11.0,6.0,25.0,66.0,3.0,16.0,3.0,10.0,13.0,4.0,0.0,13.0,21.0,22.0,5.0,12.0,9.0,66.0,75.0,6.0,18.0,39.0,62.0,8.0,5.0,1.0,28.0,9.0,5.0,3.0,74.0,8.0,18.0,38.0,9.0,73.0,26.0,62.0,63.0,109.0,29.0,28.0,25.0,46.0,23.0,107.0,3.0,25.0,8.0,11.0,23.0,65.0,37.0,6.0,18.0,6.0,4.0,7.0,3.0,16.0,31.0,16.0,7.0,6.0,6.0,4.0,13.0,10.0,38.0,5.0,19.0,19.0,5.0,4.0,1.0,6.0,2.0,17.0,5.0,4.0,5.0,15.0,19.0,22.0,9.0,26.0,6.0,6.0,1.0,10.0,11.0,29.0,4.0,5.0,21.0,11.0,4.0,7.0,31.0,8.0,1.0,42.0,25.0,167.0,11.0,2.0,10.0
2022-09-01 05:00:00,17.0,1.0,20.0,49.0,24.0,13.0,8.0,11.0,20.0,3.0,6.0,13.0,3.0,3.0,4.0,12.0,3.0,1.0,12.0,1.0,2.0,8.0,17.0,58.0,33.0,3.0,14.0,26.0,19.0,47.0,26.0,0.0,17.0,2.0,6.0,18.0,7.0,3.0,2.0,4.0,8.0,23.0,79.0,12.0,21.0,28.0,9.0,88.0,8.0,4.0,15.0,3.0,2.0,3.0,14.0,26.0,29.0,51.0,10.0,5.0,20.0,81.0,25.0,58.0,50.0,59.0,32.0,136.0,63.0,16.0,15.0,23.0,5.5,24.0,6.0,15.0,18.0,17.0,29.0,4.0,2.0,1.0,13.0,9.0,1.0,44.0,45.0,24.0,15.0,9.0,96.0,27.0,5.0,8.0,3.0,4.0,15.0,74.0,7.0,12.0,6.0,8.0,6.0,3.0,1.0,7.0,0.0,6.0,11.0,9.0,2.0,17.0,16.0,24.0,3.0,16.0,31.0,6.0,103.0,67.0,10.0,16.0,25.0,19.0,10.0,2.0,14.0,6.0,47.0,3.0,3.0,57.0,6.0,16.0,18.0,3.0,58.0,3.0,12.0,38.0,6.0,49.0,25.0,18.0,17.0,21.0,24.0,15.0,5.0,11.0,3.0,43.0,27.0,12.0,9.0,0.0,47.0,24.0,48.0,48.0,2.0,21.0,90.0,4.0,70.0,81.0,9.0,61.0,11.0,6.0,25.0,67.0,3.0,21.0,3.0,9.0,13.0,4.0,1.0,6.0,21.0,22.0,5.0,13.0,9.0,66.0,72.0,6.0,18.0,39.0,71.0,8.0,5.0,1.0,30.0,10.0,5.0,3.0,74.0,8.0,18.0,37.0,9.0,73.0,27.0,62.0,62.0,109.0,27.0,26.0,26.0,44.0,23.0,107.0,3.0,26.0,7.0,11.0,23.0,65.0,35.0,5.0,18.0,7.0,4.0,6.0,3.0,16.0,27.0,16.0,7.0,5.0,6.0,4.0,13.0,10.0,33.0,5.0,19.0,19.0,5.0,4.0,1.0,6.0,2.0,17.0,5.0,4.0,5.0,13.0,18.0,22.0,9.0,29.0,6.0,6.0,1.0,10.0,11.0,30.0,4.0,5.0,21.0,11.0,4.0,7.0,30.0,8.0,1.0,42.0,24.0,167.0,11.0,2.0,10.0
2022-09-01 06:00:00,17.0,1.0,11.0,53.0,23.0,13.0,11.0,5.0,20.0,3.0,9.0,11.0,6.0,3.0,3.0,15.0,4.0,3.0,11.0,0.0,4.0,6.0,22.0,55.0,35.0,4.0,22.0,28.0,18.0,57.0,24.0,7.0,14.0,2.0,4.0,18.0,5.0,1.0,4.0,8.0,6.0,34.0,86.0,14.0,20.0,35.0,10.0,79.0,8.0,0.0,21.0,3.0,4.0,0.0,8.0,28.0,32.0,43.0,7.0,1.0,18.0,78.0,32.0,73.0,50.0,57.0,23.0,133.0,43.0,19.0,17.0,23.0,4.0,24.0,20.0,16.0,19.0,14.0,32.0,5.0,3.0,4.0,15.0,15.0,2.0,43.0,52.0,17.0,18.0,8.0,100.0,28.0,5.0,7.0,4.0,3.0,8.0,90.0,10.0,4.0,5.0,10.0,3.0,4.0,2.0,5.0,1.0,5.0,7.0,14.0,2.0,34.0,24.0,23.0,2.0,15.0,28.0,3.0,105.0,65.0,8.0,13.0,21.0,16.0,18.0,5.0,7.0,13.0,56.0,3.0,4.0,57.0,4.0,16.0,14.0,1.0,80.0,3.0,8.0,36.0,8.0,47.0,31.0,20.0,19.0,21.0,35.0,13.0,4.0,8.0,4.0,59.0,37.0,10.0,10.0,1.0,46.0,26.0,53.0,40.0,4.0,23.0,95.0,4.0,66.0,89.0,10.0,64.0,12.0,7.0,15.0,66.0,2.0,14.0,3.0,5.0,11.0,5.0,0.0,12.0,14.0,16.0,3.0,13.0,11.0,75.0,70.0,9.0,14.0,36.0,62.0,7.0,6.0,3.0,27.0,12.0,8.0,4.0,76.0,9.0,12.0,31.0,8.0,66.0,32.0,76.0,63.0,110.0,20.0,51.0,24.0,37.0,26.0,99.0,1.0,23.0,13.0,10.0,14.0,51.0,37.0,12.0,19.0,3.0,9.0,5.0,5.0,21.0,20.0,13.0,6.0,8.0,1.0,4.0,11.0,8.0,16.0,7.0,14.0,24.0,3.0,4.0,2.0,2.0,6.0,16.0,7.0,5.0,2.0,15.0,10.0,19.0,11.0,24.0,2.0,10.0,2.0,10.0,6.0,38.0,4.0,6.0,14.0,17.0,4.0,9.0,30.0,11.0,2.0,47.0,23.0,195.0,16.0,2.0,9.0
2022-09-01 07:00:00,19.0,1.0,13.0,46.0,18.0,10.0,9.0,7.0,16.0,0.0,2.0,8.0,6.0,7.0,6.0,8.0,5.0,1.0,10.0,0.0,3.0,7.0,18.0,25.0,23.0,1.0,16.0,30.0,13.0,26.0,24.0,4.0,14.0,3.0,2.0,2.0,7.0,3.0,4.0,4.0,7.0,21.0,62.0,15.0,22.0,24.0,8.0,84.0,7.0,4.0,19.0,3.0,1.0,3.0,9.0,23.0,36.0,43.0,17.0,1.0,26.0,73.0,28.0,47.0,48.0,54.0,30.0,129.0,61.0,15.0,11.0,18.0,5.0,4.0,9.0,13.0,17.0,15.0,41.0,9.0,2.0,2.0,12.0,13.0,2.0,40.0,48.0,20.0,41.0,9.0,105.0,22.0,4.0,6.0,0.0,2.0,10.0,105.0,11.0,6.0,4.0,10.0,14.0,4.0,6.0,8.0,2.0,5.0,34.0,12.0,1.0,44.0,26.0,23.0,5.0,11.0,21.0,3.0,61.0,27.0,8.0,8.0,20.0,9.0,12.0,1.0,10.0,6.0,47.0,2.0,4.0,51.0,5.0,13.0,10.0,2.0,60.0,1.0,9.0,39.0,10.0,52.0,24.0,21.0,16.0,20.0,29.0,12.0,6.0,14.0,4.0,66.0,35.0,14.0,9.0,0.0,48.0,16.0,49.0,44.0,3.0,19.0,90.0,4.0,55.0,83.0,10.0,50.0,14.0,4.0,10.0,50.0,3.0,7.0,2.0,12.0,15.0,5.0,1.0,6.0,18.0,12.0,4.0,16.0,9.0,74.0,79.0,7.0,16.0,36.0,59.0,8.0,7.0,1.0,24.0,11.0,8.0,5.0,54.0,1.0,17.0,28.0,8.0,61.0,31.0,75.0,63.0,91.0,26.0,60.0,32.0,39.0,27.0,109.0,1.0,19.0,7.0,10.0,15.0,60.0,33.0,10.0,14.0,5.0,4.0,9.0,5.0,14.0,13.0,12.0,9.0,4.0,3.0,2.0,6.0,16.0,32.0,6.0,16.0,17.0,0.0,3.0,4.0,3.0,8.0,17.0,3.0,5.0,2.0,12.0,10.0,21.0,11.0,30.0,0.0,6.0,2.0,4.0,6.0,29.0,1.0,0.0,16.0,6.0,6.0,9.0,27.0,4.0,2.0,39.0,24.0,178.0,13.0,1.0,12.0
2022-09-01 08:00:00,16.0,1.0,15.0,46.0,19.0,13.0,8.0,7.0,18.0,3.0,5.0,5.0,6.0,3.0,7.0,20.0,2.0,1.0,10.0,2.0,6.0,6.0,33.0,50.0,27.0,5.0,13.0,30.0,16.0,48.0,31.0,3.0,32.0,1.0,3.0,9.0,7.0,10.0,8.0,3.0,13.0,17.0,68.0,10.0,19.0,25.0,8.0,61.0,9.0,5.0,25.0,4.0,4.0,2.0,1.0,21.0,22.0,41.0,6.0,2.0,16.0,55.0,25.0,75.0,48.0,39.0,21.0,118.0,47.0,15.0,16.0,12.0,7.0,23.0,20.0,14.0,5.0,12.0,27.0,5.0,0.0,1.0,15.0,12.0,1.0,44.0,33.0,16.0,41.0,8.0,87.0,30.0,4.0,5.0,2.0,1.0,13.0,74.0,10.0,11.0,5.0,9.0,20.0,6.0,2.0,7.0,5.0,2.0,24.0,12.0,1.0,38.0,15.0,23.0,4.0,15.0,21.0,4.0,74.0,45.0,14.0,9.0,12.0,11.0,16.0,2.0,13.0,14.0,44.0,1.0,3.0,45.0,2.0,13.0,10.0,3.0,32.0,5.0,8.0,29.0,8.0,33.0,20.0,11.0,11.0,11.0,31.0,8.0,4.0,12.0,3.0,33.0,22.0,22.0,8.0,3.0,31.0,8.0,27.0,17.0,3.0,17.0,59.0,2.0,51.0,55.0,4.0,41.0,11.0,3.0,7.0,36.0,4.0,9.0,1.0,15.0,5.0,1.0,2.0,5.0,19.0,10.0,4.0,10.0,14.0,45.0,50.0,5.0,11.0,23.0,34.0,5.0,3.0,4.0,19.0,11.0,4.0,3.0,41.0,2.0,11.0,16.0,10.0,37.0,23.0,49.0,47.0,78.0,21.0,30.0,26.0,35.0,16.0,73.0,3.0,17.0,12.0,8.0,19.0,61.0,28.0,11.0,10.0,5.0,5.0,2.0,6.0,15.0,22.0,13.0,11.0,7.0,1.0,3.0,8.0,10.0,23.0,3.0,19.0,23.0,1.0,3.0,2.0,5.0,6.0,19.0,4.0,5.0,4.0,8.0,17.0,16.0,9.0,27.0,2.0,9.0,1.0,8.0,8.0,29.0,2.0,4.0,18.0,12.0,2.0,7.0,29.0,7.0,2.0,38.0,18.0,124.0,5.0,3.0,5.0
